,index,word,dfidf
0,0,influenster,0.4463111344885785
1,0,hourglass,0.44004377974780834
2,0,brushes,0.2378066062651571
3,0,vanish,0.4586392380821777
4,0,bristles,0.4020271439225389
5,1,influenster,0.42291618634075434
6,1,brushes,0.2926582492691399
7,1,blending,0.2653040521405344
8,1,lock,0.28938229730484605
9,1,bristles,0.6047033957624084
10,2,fluffy,0.20191984387312806
11,2,bristles,0.4421846184087473
12,2,brushes,0.29808472152841076
13,2,setting,0.5866030454739982
14,2,influenster,0.36698581906033056
15,3,bristles,0.6156380367761355
16,3,airbrushed,0.22874672535210805
17,3,brushes,0.3704266047211754
18,3,shedding,0.25527905039865945
19,3,tarte,0.3062495372019848
20,4,bristles,0.46803110618985194
21,4,airbrushed,0.3040727698317926
22,4,brushes,0.5384516122238399
23,4,airbrush,0.29305099674998963
24,4,foundations,0.2212793111784017
25,5,wrinkles,0.6083156326950291
26,5,shiseido,0.3130690420569095
27,5,jar,0.1552415474796148
28,5,circles,0.35805057383567346
29,5,wrinkle,0.1854899043009385
30,6,wrinkles,0.12511148196724015
31,6,pad,0.15585948807929753
32,6,philosophy,0.2906445678572059
33,6,retinol,0.14721781281716875
34,6,pads,0.8551276452448675
35,7,wrinkles,0.22696134366977105
36,7,philosophy,0.3804397123759899
37,7,scars,0.14128409612755213
38,7,retinol,0.7283894338017487
39,7,aging,0.13044019499652884
40,8,absorbs,0.20795110851630222
41,8,wrinkles,0.15964132044747503
42,8,philosophy,0.5275459684155689
43,8,aging,0.23175002066685838
44,8,jar,0.6100133467536575
45,9,moisturizers,0.29561486276802335
46,9,roses,0.3392926166681502
47,9,rose,0.4268409956928876
48,9,absorbs,0.3392349689481978
49,9,jar,0.2913208305015846
50,10,balm,0.12479460386120608
51,10,lip,0.42111873485409584
52,10,chapped,0.1576074230789722
53,10,lipstick,0.08382294520733358
54,10,lips,0.8574773918191633
55,11,lip,0.473666650557343
56,11,mint,0.172228954158932
57,11,balm,0.46676806041954666
58,11,lips,0.6753714210430349
59,11,balms,0.16123561665942573
60,12,waves,0.5459558654417929
61,12,wavy,0.42613350928787486
62,12,volume,0.2259438075096664
63,12,beach,0.2364265276658873
64,12,beachy,0.22591277190694878
65,13,sensation,0.15582008580353304
66,13,cleansers,0.11459093717575929
67,13,boscia,0.16749206315994303
68,13,warming,0.4402341173937144
69,13,cleanser,0.8065118181717499
70,14,tinted,0.3137235939319126
71,14,radiant,0.3173003739886525
72,14,shade,0.196638098808665
73,14,luminous,0.1772786487070274
74,14,pump,0.4263561354567309
75,15,removes,0.17525232166787486
76,15,influenster,0.48939329035661944
77,15,remover,0.7030471043653119
78,15,waterproof,0.30542096099849947
79,15,mascara,0.22247086240184394
80,16,removes,0.17617733763337506
81,16,mascara,0.34613933165345023
82,16,remover,0.6762100753281013
83,16,waterproof,0.5394792348402228
84,16,cotton,0.1415604172902225
85,17,cleansing,0.39426563754421057
86,17,removes,0.32060080694042364
87,17,waterproof,0.28977033127701096
88,17,remover,0.36548491991208293
89,17,cleanser,0.4654146192035881
90,18,removes,0.22516433188101256
91,18,mascara,0.3624359958789205
92,18,eyeliner,0.18445394122488476
93,18,remover,0.7351751077078844
94,18,waterproof,0.35072131541620166
95,19,removes,0.202194194956695
96,19,mascara,0.3781869504513556
97,19,eyeliner,0.17184825715968063
98,19,remover,0.6419665689875067
99,19,waterproof,0.494466667870626
100,20,clearing,0.1523689389193888
101,20,masks,0.3536429036465047
102,20,mud,0.24730263824575746
103,20,blackheads,0.46285264062684395
104,20,jar,0.18211236327352845
105,21,peeled,0.18541407288910833
106,21,pore,0.20769924891907135
107,21,peel,0.5442436804207471
108,21,heads,0.21826022767766817
109,21,blackheads,0.48473008414663205
110,22,origins,0.20678710774220155
111,22,cleared,0.14084487888436745
112,22,charcoal,0.463410090886754
113,22,blackheads,0.5764268465694582
114,22,masks,0.3412137869923041
115,23,masks,0.3293329256970707
116,23,mud,0.2888508868597199
117,23,tingling,0.3107702330425535
118,23,tingle,0.37117152187361385
119,23,sensation,0.2564770975984092
120,24,korres,0.29049423081048414
121,24,roses,0.2662828675233542
122,24,rose,0.6971463235564007
123,24,wild,0.17664292628820755
124,24,sleeping,0.21704442196788087
125,25,lipsticks,0.3892339433931376
126,25,colors,0.19995545495731235
127,25,lipstick,0.5929350515304542
128,25,lips,0.471412220615152
129,25,lip,0.21177461983010853
