,category,brand_name,name,price,rating,url,num_review,score
94,Dryness,Dior,Hydra Life Beauty Awakening Rehydrating Mask Capsules,$42.00,4.6667,http://www.sephora.com/hydra-life-beauty-awakening-rehydrating-mask-capsules-P408131,3.0,4.846938775510204
95,Dark Spots,Shiseido,Future Solution LX Total Protective Emulsion Broad Spectrum SPF 18 Sunscreen,$240.00,4.5,http://www.sephora.com/future-solution-lx-total-protective-emulsion-broad-spectrum-spf-18-sunscreen-P384789,2.0,4.979674796747967
96,Dark Spots,Estée Lauder,Nutritious Rosy Prism™ Radiant Essence,$80.00,4.0,http://www.sephora.com/nutritious-rosy-prism-radiant-essence-P389239,1.0,4.970588235294118
97,Dark Spots,Clarins,Super Restorative Night Age Spot Correcting Replenishing Cream,$135.00,4.5,http://www.sephora.com/super-restorative-night-age-spot-correcting-replenishing-cream-P388544,2.0,4.964539007092198
98,Dark Spots,Shiseido,Future Solution LX Ultimate Regenerating Serum,$225.00,4.75,http://www.sephora.com/future-solution-lx-ultimate-regenerating-serum-P296864,4.0,4.957081545064377
99,Dark Spots,Shiseido,Future Solution LX Superior Radiance Serum,$225.00,3.5,http://www.sephora.com/future-solution-lx-superior-radiance-serum-P384790,4.0,4.956896551724138
100,Hair Styling Products,Phyto,Phytoplage Sublime After Sun Hair & Body Oil,$40.00,4.0,http://www.sephora.com/phytoplage-sublime-after-sun-hair-body-oil-P394360,1.0,4.944444444444445
101,Hair Styling Products,Rahua,Defining Hair Spray,$37.00,5.0,http://www.sephora.com/defining-hair-spray-P407495,1.0,4.941860465116279
102,Hair Styling Products,SHOW BEAUTY,Lux Volume Mist,$40.00,1.0,http://www.sephora.com/lux-volume-mist-P394231,1.0,4.940476190476191
103,Hair Styling Products,ALTERNA Haircare,CAVIAR Infinite Color Hold Vibrancy Serum,$34.00,5.0,http://www.sephora.com/caviar-infinite-color-hold-vibrancy-serum-P416598,1.0,4.9375
104,Hair Styling Products,Rahua,Freestyle Texturizer,$34.00,5.0,http://www.sephora.com/freestyle-texturizer-P414663,1.0,4.9375
105,Shampoo,Gloss Moderne,High-Gloss Shampoo & Conditioner Duo,$80.00,5.0,http://www.sephora.com/high-gloss-shampoo-conditioner-duo-P408962,1.0,4.97093023255814
106,Shampoo,Lavett & Chin,Hair Wash - Light,$38.00,5.0,http://www.sephora.com/hair-wash-light-P407723,1.0,4.943181818181818
107,Shampoo,Ouidad,Curl Immersion™ Coconut Cream Cleansing Conditioner,$36.00,1.0,http://www.sephora.com/curl-immersion-coconut-cream-cleansing-conditioner-P409547,1.0,4.934210526315789
108,Shampoo,Sachajuan,Normal Hair Shampoo,$26.00,4.0,http://www.sephora.com/normal-hair-shampoo-P410218,1.0,4.919354838709677
109,Shampoo,Sachajuan,Volume Shampoo,$26.00,4.0,http://www.sephora.com/volume-shampoo-P410223,1.0,4.919354838709677
110,Face Oils,VERSO SKINCARE,Super Facial Oil Set,$195.00,4.0,http://www.sephora.com/super-facial-oil-set-P394849,1.0,4.9875
111,Face Oils,KORRES,Precious Oils Collection,$135.00,5.0,http://www.sephora.com/precious-oils-collection-P396247,2.0,4.964788732394366
112,Face Oils,Origins,Plantscription™ Powerful Lifting Concentrate,$62.00,5.0,http://www.sephora.com/plantscription-tm-powerful-lifting-concentrate-P416814,1.0,4.963235294117647
113,Face Oils,Shiseido,Future Solution LX Replenishing Treatment Oil,$175.00,5.0,http://www.sephora.com/future-solution-lx-replenishing-treatment-oil-P405402,3.0,4.959016393442623
114,Face Oils,Estée Lauder,Advanced Night Repair Intensive Recovery Ampoules,$110.00,4.8,http://www.sephora.com/advanced-night-repair-intensive-recovery-ampoules-P411231,5.0,4.894957983193278
115,Face Sunscreen,Shiseido,Future Solution LX Total Protective Emulsion Broad Spectrum SPF 18 Sunscreen,$240.00,4.5,http://www.sephora.com/future-solution-lx-total-protective-emulsion-broad-spectrum-spf-18-sunscreen-P384789,2.0,4.979674796747967
116,Face Sunscreen,Shiseido,Future Solution LX Total Protective Cream Broad Spectrum SPF 18 Sunscreen,$240.00,3.0,http://www.sephora.com/future-solution-lx-total-protective-cream-broad-spectrum-spf-18-sunscreen-P384553,4.0,4.959514170040486
117,Face Sunscreen,Colorescience,Mattifying Perfector Broad Spectrum SPF 20,$49.00,3.0,http://www.sephora.com/mattifying-perfector-broad-spectrum-spf-20-P414615,1.0,4.952830188679245
118,Face Sunscreen,Black Up,Primer Broad Spectrum Sunscreen SPF 25,$45.00,4.0,http://www.sephora.com/primer-broad-spectrum-sunscreen-spf-25-P409815,1.0,4.95
119,Face Sunscreen,Dior,Capture Totale Dreamskin Perfect Skin Cushion Broad Spectrum SPF 50 Refill,$42.00,5.0,http://www.sephora.com/capture-totale-dreamskin-perfect-skin-cushion-broad-spectrum-spf-50-refill-P415684,1.0,4.947916666666667
120,Rollerballs & Travel Size,CLEAN,Reserve Travel Spray Layering Trio,$50.00,5.0,http://www.sephora.com/reserve-travel-spray-layering-trio-P408459,1.0,4.955357142857143
121,Rollerballs & Travel Size,NEST,Dahlia & Vines Eau de Parfum Travel Spray with Two Refills,$49.00,3.0,http://www.sephora.com/dahlia-vines-eau-de-parfum-travel-spray-with-two-refills-P415633,1.0,4.952830188679245
122,Rollerballs & Travel Size,Eight & Bob,Egypt Travel Spray,$45.00,4.0,http://www.sephora.com/egypt-travel-spray-P416048,1.0,4.95
123,Rollerballs & Travel Size,TOCCA,Cleopatra Travel Spray,$38.00,4.0,http://www.sephora.com/cleopatra-travel-spray-P392931,1.0,4.941860465116279
124,Rollerballs & Travel Size,HISTOIRES DE PARFUMS,1740 Travel Spray,$35.00,5.0,http://www.sephora.com/1740-travel-spray-P409736,1.0,4.939024390243903
125,Mists & Essences,Omorovicza,Omoressence,$120.00,4.0,http://www.sephora.com/omoressence-P407893,1.0,4.98
126,Mists & Essences,Estée Lauder,Nutritious Rosy Prism™ Radiant Essence,$80.00,4.0,http://www.sephora.com/nutritious-rosy-prism-radiant-essence-P389239,1.0,4.970588235294118
127,Mists & Essences,Guerlain,Abeille Royale Dark Spot Corrector Pore Minimizer Serum,$150.00,2.6667,http://www.sephora.com/abeille-royale-dark-spot-corrector-pore-minimizer-serum-P385576,3.0,4.951612903225806
128,Mists & Essences,L’Occitane,Immortelle Divine Extract,$116.00,4.5,http://www.sephora.com/immortelle-divine-extract-P394691,4.0,4.919354838709677
129,Mists & Essences,Fresh,Crème Ancienne® Infusion Toner,$90.00,4.0,http://www.sephora.com/creme-ancienne-r-infusion-toner-P392618,5.0,4.873737373737374
130,Color Correct,KEVYN AUCOIN,The Gossamer Loose Powder,$72.00,3.6667,http://www.sephora.com/the-gossamer-loose-powder-P405113,6.0,4.814814814814815
131,Color Correct,Colorescience,Mineral Corrector Palette,$54.00,4.6667,http://www.sephora.com/mineral-corrector-palette-P407193,6.0,4.765625
132,Color Correct,trèStiQue,"Conceal, Cover & Correct Crayon",$26.00,5.0,http://www.sephora.com/conceal-cover-correct-crayon-P416376,4.0,4.714285714285714
133,Color Correct,Algenist,REVEAL Color Correcting Eye Serum Brightener,$31.00,4.4444,http://www.sephora.com/reveal-color-correcting-eye-serum-brightener-P411930,9.0,4.488636363636363
134,Color Correct,Cinema Secrets,Ultimate Corrector 5-in-1 Pro Palette™,$36.00,4.1667,http://www.sephora.com/ultimate-corrector-5-in-1-pro-palette-P399916,12.0,4.423076923076923
135,Blush,trèStiQue,Color & Contour Blush Stick,$34.00,5.0,http://www.sephora.com/color-contour-blush-stick-P417137,1.0,4.9375
136,Blush,Smashbox,Glow & Go Set,$39.00,0.0,http://www.sephora.com/glow-go-set-P415967,1.0,4.9375
137,Blush,bareMinerals,Invisible Glow™ Powder Highlighter,$28.00,0.0,http://www.sephora.com/invisible-glow-powder-highlighter-P417647,1.0,4.913793103448276
138,Blush,trèStiQue,Color & Contour Bronzer Stick,$34.00,4.6667,http://www.sephora.com/color-contour-bronzer-stick-P416377,2.0,4.875
139,Blush,Too Cool For School,Dinoplatz Cinema City CC Cheek Blusher,$39.00,3.6667,http://www.sephora.com/dinoplatz-cinema-city-cc-cheek-blusher-P399209,3.0,4.833333333333333
140,Shaving,The Art of Shaving,Lexington Collection™ Shave Set,$150.00,2.0,http://www.sephora.com/lexington-collection-shave-set-P404493,1.0,4.983660130718954
141,Shaving,The Art of Shaving,Lexington Collection™ Razor & Cartridge,$125.00,5.0,http://www.sephora.com/lexington-collection-tm-razor-cartridge-P387951,1.0,4.980916030534351
142,Shaving,The Art of Shaving,Fusion Chrome Collection Shaving Brush,$80.00,2.5,http://www.sephora.com/fusion-chrome-collection-shaving-brush-P225345,2.0,4.940476190476191
143,Shaving,The Art of Shaving,7-Piece Manicure Set,$160.00,3.5,http://www.sephora.com/7-piece-manicure-set-P383219,4.0,4.940119760479042
144,Shaving,The Art of Shaving,Fusion Chrome Collection Shaving Brush & Razor Stand,$110.00,4.0,http://www.sephora.com/fusion-chrome-collection-shaving-brush-razor-stand-P225346,3.0,4.935897435897436
145,Frizz,Rahua,Hair Detox And Renewal Treatment Kit,$98.00,3.0,http://www.sephora.com/hair-detox-renewal-treatment-kit-P410648,2.0,4.951456310679611
146,Frizz,SHOW BEAUTY,Sublime Repair Conditioner,$45.00,4.0,http://www.sephora.com/sublime-repair-conditioner-P411893,1.0,4.95
147,Frizz,Rahua,Elixir,$175.00,4.8,http://www.sephora.com/elixir-P407491,5.0,4.932065217391305
148,Frizz,IGK,Sold Out Curl Priming Basecoat,$27.00,5.0,http://www.sephora.com/sold-out-curl-priming-basecoat-P416405,1.0,4.924242424242424
149,Frizz,Rahua,Control Cream Curl Styler,$26.00,4.0,http://www.sephora.com/control-cream-curl-styler-P412079,1.0,4.919354838709677
150,Face Wash & Cleansers,Omorovicza,Moor Mud Set,$125.00,5.0,http://www.sephora.com/moor-mud-set-P414542,2.0,4.962121212121212
151,Face Wash & Cleansers,Erno Laszlo,Hydra-Therapy Cleansing Oil,$58.00,5.0,http://www.sephora.com/hydra-therapy-cleansing-oil-P413431,1.0,4.9609375
152,Face Wash & Cleansers,Kate Somerville,KateCeuticals™ Moisture Milk Cleanser,$58.00,4.0,http://www.sephora.com/kateceuticals-moisture-milk-cleanser-P409916,2.0,4.921875
153,Face Wash & Cleansers,Skin Laundry,Acne Face Wash with Salicylic Acid,$25.00,5.0,http://www.sephora.com/acne-face-wash-with-salicylic-acid-P416600,1.0,4.919354838709677
154,Face Wash & Cleansers,L’Occitane,Shea Comforting Foaming Cleanser,$26.00,0.0,http://www.sephora.com/shea-comforting-foaming-cleanser-P415927,1.0,4.907407407407407
155,Spa Tools,Clarisonic,Head-to-Toe Smart Brush Head Collection,$99.00,5.0,http://www.sephora.com/head-to-toe-smart-brush-head-collection-P406252,1.0,4.976190476190476
156,Spa Tools,CLINIQUE,Clinique for Men Sonic System Deep Cleansing Brush,$89.50,5.0,http://www.sephora.com/clinique-for-men-sonic-system-deep-cleansing-brush-P398908,1.0,4.973684210526316
157,Spa Tools,Clarisonic,Brush Head Best Sellers,$81.00,5.0,http://www.sephora.com/brush-head-best-sellers-P416821,1.0,4.971264367816092
158,Spa Tools,Dr. Dennis Gross Skincare,Sleeping Beauty Fix,$150.00,5.0,http://www.sephora.com/sleeping-beauty-fix-P408049,2.0,4.968152866242038
159,Spa Tools,Tria,Hair Removal Laser 4X,$449.00,4.875,http://www.sephora.com/hair-removal-laser-4x-P409997,8.0,4.956616052060737
160,Damaged Hair,SHOW BEAUTY,Sublime Repair Conditioner,$45.00,4.0,http://www.sephora.com/sublime-repair-conditioner-P411893,1.0,4.95
161,Damaged Hair,Lavett & Chin,Hair Wash - Light,$38.00,5.0,http://www.sephora.com/hair-wash-light-P407723,1.0,4.943181818181818
162,Damaged Hair,Sachajuan,Hair In The Sun,$32.00,5.0,http://www.sephora.com/hair-in-sun-P410235,1.0,4.934210526315789
163,Damaged Hair,Rahua,Elixir,$175.00,4.8,http://www.sephora.com/elixir-P407491,5.0,4.932065217391305
164,Damaged Hair,Sachajuan,Conditioner,$29.00,5.0,http://www.sephora.com/conditioner-P410219,1.0,4.928571428571429
165,Cologne,Acqua Di Parma,Colonia Ambra,$295.00,4.0,http://www.sephora.com/colonia-ambra-P396296,1.0,4.991666666666666
