,category,brand_name,name,price,rating,num_review,score,word,dfidf
419,Value & Gift Sets,iluminage,Skin Smoothing Laser™,$595.00,4.9,10.0,301.0,pump,0.17748286021801274
420,Value & Gift Sets,dyson,Supersonic Hair Dryer,$399.00,4.3746,327.0,282.25,bar,0.41553771682444507
421,Value & Gift Sets,dyson,Supersonic Hair Dryer,$399.00,4.3746,327.0,282.25,influenster,0.7642134628972383
422,Value & Gift Sets,dyson,Supersonic Hair Dryer,$399.00,4.3746,327.0,282.25,soap,0.21389374078367923
423,Value & Gift Sets,dyson,Supersonic Hair Dryer,$399.00,4.3746,327.0,282.25,duo,0.13693045166006024
424,Value & Gift Sets,dyson,Supersonic Hair Dryer,$399.00,4.3746,327.0,282.25,cleansing,0.2840355143919636
425,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,wavy,0.19178600015536634
426,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,bumble,0.39286462356818413
427,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,frizzy,0.375113572882282
428,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,curly,0.2746293453231439
429,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,frizz,0.4962390008276381
430,Curls & Coils,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,$25.0,4.2898,1020.0,268.5,frizz,0.4064751246737937
431,Curls & Coils,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,$25.0,4.2898,1020.0,268.5,conditioner,0.24841857435764603
432,Curls & Coils,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,$25.0,4.2898,1020.0,268.5,blow,0.2308288104133134
433,Curls & Coils,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,$25.0,4.2898,1020.0,268.5,curly,0.30854223334308384
434,Curls & Coils,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,$25.0,4.2898,1020.0,268.5,frizzy,0.3702003768668963
435,Curls & Coils,Ouidad,Climate Control® Heat & Humidity Gel,$26.0,4.2347,969.0,256.25,curls,0.5744402019394518
436,Curls & Coils,Ouidad,Climate Control® Heat & Humidity Gel,$26.0,4.2347,969.0,256.25,frizz,0.44946608863639287
437,Curls & Coils,Ouidad,Climate Control® Heat & Humidity Gel,$26.0,4.2347,969.0,256.25,frizzy,0.23928192334088716
438,Curls & Coils,Ouidad,Climate Control® Heat & Humidity Gel,$26.0,4.2347,969.0,256.25,curly,0.48148012705398685
439,Curls & Coils,Ouidad,Climate Control® Heat & Humidity Gel,$26.0,4.2347,969.0,256.25,crunchy,0.19526942928189
440,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil Primer,$12.0,4.5767,874.0,225.5,bumble,0.2903943454444385
441,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil Primer,$12.0,4.5767,874.0,225.5,blow,0.3215417444924169
442,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil Primer,$12.0,4.5767,874.0,225.5,styling,0.2333491867546575
443,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil Primer,$12.0,4.5767,874.0,225.5,frizzy,0.2959203071797523
444,Curls & Coils,Bumble and bumble,Hairdresser’s Invisible Oil Primer,$12.0,4.5767,874.0,225.5,frizz,0.3383563207942534
445,Curls & Coils,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,$25.00,4.5501,810.0,216.0,frizz,0.5969629548788975
446,Curls & Coils,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,$25.00,4.5501,810.0,216.0,frizzy,0.34884164780232124
447,Curls & Coils,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,$25.00,4.5501,810.0,216.0,mist,0.3442964101298834
448,Curls & Coils,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,$25.00,4.5501,810.0,216.0,curly,0.19320163315888336
449,Curls & Coils,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,$25.00,4.5501,810.0,216.0,weigh,0.1978132990060358
450,Dryness,philosophy,Hope In A Jar,$44.0,3.9925,6666.0,1689.25,moisturizers,0.1476246853492951
451,Dryness,philosophy,Hope In A Jar,$44.0,3.9925,6666.0,1689.25,dog,0.14669132034328858
452,Dryness,philosophy,Hope In A Jar,$44.0,3.9925,6666.0,1689.25,philosophy,0.39847398206266904
453,Dryness,philosophy,Hope In A Jar,$44.0,3.9925,6666.0,1689.25,absorbs,0.20032469150539428
454,Dryness,philosophy,Hope In A Jar,$44.0,3.9925,6666.0,1689.25,jar,0.7396888082161447
455,Dryness,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,josie,0.28250004231888
456,Dryness,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,drops,0.47570837866223387
457,Dryness,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,cuticles,0.24134350111115294
458,Dryness,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,argan,0.5570078063909139
459,Dryness,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,maran,0.2223193582371748
460,Dryness,First Aid Beauty,Ultra Repair® Cream Intense Hydration,$6.5,4.5936,5174.0,1297.5,moisturizers,0.24004816801285736
461,Dryness,First Aid Beauty,Ultra Repair® Cream Intense Hydration,$6.5,4.5936,5174.0,1297.5,repair,0.25764493141531947
462,Dryness,First Aid Beauty,Ultra Repair® Cream Intense Hydration,$6.5,4.5936,5174.0,1297.5,fab,0.2072078836413989
463,Dryness,First Aid Beauty,Ultra Repair® Cream Intense Hydration,$6.5,4.5936,5174.0,1297.5,absorbs,0.19383001066745
464,Dryness,First Aid Beauty,Ultra Repair® Cream Intense Hydration,$6.5,4.5936,5174.0,1297.5,eczema,0.5412842374293816
465,Dryness,CLINIQUE,Dramatically Different Moisturizing Gel,$5.0,4.4652,2929.0,735.75,moisturizers,0.5139549060575993
466,Dryness,CLINIQUE,Dramatically Different Moisturizing Gel,$5.0,4.4652,2929.0,735.75,clinique,0.3854661795431995
467,Dryness,CLINIQUE,Dramatically Different Moisturizing Gel,$5.0,4.4652,2929.0,735.75,absorbs,0.4297294861897834
468,Dryness,CLINIQUE,Dramatically Different Moisturizing Gel,$5.0,4.4652,2929.0,735.75,dramatically,0.16732832770596556
469,Dryness,CLINIQUE,Dramatically Different Moisturizing Gel,$5.0,4.4652,2929.0,735.75,zone,0.24057304784817785
470,Dryness,CLINIQUE,Moisture Surge Extended Thirst Relief,$12.0,4.4998,2394.0,605.5,moisturizers,0.3482962181464947
471,Dryness,CLINIQUE,Moisture Surge Extended Thirst Relief,$12.0,4.4998,2394.0,605.5,clinique,0.42503945265334947
472,Dryness,CLINIQUE,Moisture Surge Extended Thirst Relief,$12.0,4.4998,2394.0,605.5,absorbs,0.3437332610801807
473,Dryness,CLINIQUE,Moisture Surge Extended Thirst Relief,$12.0,4.4998,2394.0,605.5,surge,0.4893092748421118
474,Dryness,CLINIQUE,Moisture Surge Extended Thirst Relief,$12.0,4.4998,2394.0,605.5,jar,0.2907215384435809
475,Dark Spots,Ole Henriksen,Truth Serum®,$48.0,4.3042,3209.0,827.25,ole,0.3393800285637341
476,Dark Spots,Ole Henriksen,Truth Serum®,$48.0,4.3042,3209.0,827.25,scars,0.24810823777108187
477,Dark Spots,Ole Henriksen,Truth Serum®,$48.0,4.3042,3209.0,827.25,henriksen,0.2379660680217387
478,Dark Spots,Ole Henriksen,Truth Serum®,$48.0,4.3042,3209.0,827.25,vitamin,0.36679904692352944
479,Dark Spots,Ole Henriksen,Truth Serum®,$48.0,4.3042,3209.0,827.25,influenster,0.3054444231982847
480,Dark Spots,KORRES,Wild Rose 24-Hour Moisturizing & Brightening Cream,$38.00,4.4185,1511.0,397.75,moisturizers,0.18013332457895906
481,Dark Spots,KORRES,Wild Rose 24-Hour Moisturizing & Brightening Cream,$38.00,4.4185,1511.0,397.75,korres,0.6439509332308594
482,Dark Spots,KORRES,Wild Rose 24-Hour Moisturizing & Brightening Cream,$38.00,4.4185,1511.0,397.75,rose,0.4053363291102666
483,Dark Spots,KORRES,Wild Rose 24-Hour Moisturizing & Brightening Cream,$38.00,4.4185,1511.0,397.75,wild,0.19543695429316515
484,Dark Spots,KORRES,Wild Rose 24-Hour Moisturizing & Brightening Cream,$38.00,4.4185,1511.0,397.75,brightening,0.3732607532279055
485,Dark Spots,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,$48.00,4.2492,1483.0,395.75,korres,0.29049423081048414
486,Dark Spots,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,$48.00,4.2492,1483.0,395.75,roses,0.2662828675233542
487,Dark Spots,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,$48.00,4.2492,1483.0,395.75,rose,0.6971463235564007
488,Dark Spots,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,$48.00,4.2492,1483.0,395.75,wild,0.17664292628820755
489,Dark Spots,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,$48.00,4.2492,1483.0,395.75,sleeping,0.21704442196788087
490,Dark Spots,SUNDAY RILEY,Good Genes All-In-One Lactic Acid Treatment,$105.0,4.2953,1160.0,343.5,murad,0.3832094844958952
491,Dark Spots,SUNDAY RILEY,Good Genes All-In-One Lactic Acid Treatment,$105.0,4.2953,1160.0,343.5,freckles,0.2797109218681185
492,Dark Spots,SUNDAY RILEY,Good Genes All-In-One Lactic Acid Treatment,$105.0,4.2953,1160.0,343.5,scars,0.4079054784920931
493,Dark Spots,SUNDAY RILEY,Good Genes All-In-One Lactic Acid Treatment,$105.0,4.2953,1160.0,343.5,lightening,0.29899361293921806
494,Dark Spots,SUNDAY RILEY,Good Genes All-In-One Lactic Acid Treatment,$105.0,4.2953,1160.0,343.5,lightened,0.2437895689788809
495,Dark Spots,Murad,Rapid Age Spot and Pigment Lightening Serum,$65.0,3.8718,1238.0,342.75,skincare,0.15005911206468975
496,Dark Spots,Murad,Rapid Age Spot and Pigment Lightening Serum,$65.0,3.8718,1238.0,342.75,sunday,0.4170909075038663
497,Dark Spots,Murad,Rapid Age Spot and Pigment Lightening Serum,$65.0,3.8718,1238.0,342.75,scars,0.2529241466023914
498,Dark Spots,Murad,Rapid Age Spot and Pigment Lightening Serum,$65.0,3.8718,1238.0,342.75,acid,0.28995912800249257
499,Dark Spots,Murad,Rapid Age Spot and Pigment Lightening Serum,$65.0,3.8718,1238.0,342.75,riley,0.4691970356604434
500,Hair Styling Products,Living Proof,Full Thickening Cream,$15.0,4.1272,2161.0,548.75,proof,0.20103602137603244
501,Hair Styling Products,Living Proof,Full Thickening Cream,$15.0,4.1272,2161.0,548.75,limp,0.20420741752553348
502,Hair Styling Products,Living Proof,Full Thickening Cream,$15.0,4.1272,2161.0,548.75,blow,0.2583098177838234
503,Hair Styling Products,Living Proof,Full Thickening Cream,$15.0,4.1272,2161.0,548.75,volume,0.6082110679469215
504,Hair Styling Products,Living Proof,Full Thickening Cream,$15.0,4.1272,2161.0,548.75,living,0.1949829545878378
505,Hair Styling Products,Bumble and bumble,Surf Spray,$16.0,3.6327,2090.0,531.25,waves,0.5459558654417929
506,Hair Styling Products,Bumble and bumble,Surf Spray,$16.0,3.6327,2090.0,531.25,wavy,0.42613350928787486
507,Hair Styling Products,Bumble and bumble,Surf Spray,$16.0,3.6327,2090.0,531.25,volume,0.2259438075096664
508,Hair Styling Products,Bumble and bumble,Surf Spray,$16.0,3.6327,2090.0,531.25,beach,0.2364265276658873
509,Hair Styling Products,Bumble and bumble,Surf Spray,$16.0,3.6327,2090.0,531.25,beachy,0.22591277190694878
510,Hair Styling Products,Drybar,Detox Dry Shampoo,$13.0,3.8006,1617.0,411.5,volume,0.1528642166088557
511,Hair Styling Products,Drybar,Detox Dry Shampoo,$13.0,3.8006,1617.0,411.5,shampoos,0.36914250142907057
512,Hair Styling Products,Drybar,Detox Dry Shampoo,$13.0,3.8006,1617.0,411.5,scalp,0.12083353537304198
513,Hair Styling Products,Drybar,Detox Dry Shampoo,$13.0,3.8006,1617.0,411.5,shampoo,0.8582029909341995
514,Hair Styling Products,Drybar,Detox Dry Shampoo,$13.0,3.8006,1617.0,411.5,roots,0.12599405858376841
515,Hair Styling Products,Living Proof,Prime Style Extender™,$12.0,4.3771,1420.0,362.0,curls,0.24190044438834588
516,Hair Styling Products,Living Proof,Prime Style Extender™,$12.0,4.3771,1420.0,362.0,frizz,0.2763436812854382
517,Hair Styling Products,Living Proof,Prime Style Extender™,$12.0,4.3771,1420.0,362.0,style,0.528447990840793
518,Hair Styling Products,Living Proof,Prime Style Extender™,$12.0,4.3771,1420.0,362.0,blow,0.2511849414973504
519,Hair Styling Products,Living Proof,Prime Style Extender™,$12.0,4.3771,1420.0,362.0,styling,0.26179927700725725
520,Hair Styling Products,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,wavy,0.19178600015536634
521,Hair Styling Products,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,bumble,0.39286462356818413
522,Hair Styling Products,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,frizzy,0.375113572882282
523,Hair Styling Products,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,curly,0.2746293453231439
524,Hair Styling Products,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,4.5,1344.0,348.0,frizz,0.4962390008276381
525,Shampoo,Living Proof,No Frizz Shampoo,$10.0,4.1135,706.0,182.5,frizz,0.49707940219577657
526,Shampoo,Living Proof,No Frizz Shampoo,$10.0,4.1135,706.0,182.5,conditioner,0.40862553954531056
527,Shampoo,Living Proof,No Frizz Shampoo,$10.0,4.1135,706.0,182.5,shampoo,0.6731830573968145
528,Shampoo,Living Proof,No Frizz Shampoo,$10.0,4.1135,706.0,182.5,curly,0.1241426188873216
529,Shampoo,Living Proof,No Frizz Shampoo,$10.0,4.1135,706.0,182.5,frizzy,0.18704741462899066
530,Shampoo,Living Proof,Full Shampoo,$10.0,4.1625,567.0,147.75,proof,0.13517295927541714
531,Shampoo,Living Proof,Full Shampoo,$10.0,4.1625,567.0,147.75,shampoo,0.8477125991504375
532,Shampoo,Living Proof,Full Shampoo,$10.0,4.1625,567.0,147.75,conditioner,0.3405105534998351
533,Shampoo,Living Proof,Full Shampoo,$10.0,4.1625,567.0,147.75,volume,0.24905800103750633
534,Shampoo,Living Proof,Full Shampoo,$10.0,4.1625,567.0,147.75,living,0.12749464830931298
535,Shampoo,Bumble and bumble,Thickening Shampoo,$11.0,3.8064,563.0,147.0,volume,0.26158982548943116
536,Shampoo,Bumble and bumble,Thickening Shampoo,$11.0,3.8064,563.0,147.0,shampoos,0.09803583662579346
537,Shampoo,Bumble and bumble,Thickening Shampoo,$11.0,3.8064,563.0,147.0,conditioner,0.41367545125962923
538,Shampoo,Bumble and bumble,Thickening Shampoo,$11.0,3.8064,563.0,147.0,shampoo,0.8071712923551881
539,Shampoo,Bumble and bumble,Thickening Shampoo,$11.0,3.8064,563.0,147.0,bumble,0.23035742936848363
540,Shampoo,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,$9.0,4.3067,542.0,141.0,shampoos,0.10190966663964403
541,Shampoo,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,$9.0,4.3067,542.0,141.0,conditioner,0.47496510687281734
542,Shampoo,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,$9.0,4.3067,542.0,141.0,shampoo,0.830126049856775
543,Shampoo,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,$9.0,4.3067,542.0,141.0,alterna,0.1189413466726877
544,Shampoo,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,$9.0,4.3067,542.0,141.0,scalp,0.0871650822623282
545,Shampoo,Living Proof,Perfect Hair Day Shampoo,$10.0,3.8152,527.0,137.5,proof,0.10654221363321367
546,Shampoo,Living Proof,Perfect Hair Day Shampoo,$10.0,3.8152,527.0,137.5,conditioner,0.4142392846480908
547,Shampoo,Living Proof,Perfect Hair Day Shampoo,$10.0,3.8152,527.0,137.5,shampoo,0.8467843609342514
548,Shampoo,Living Proof,Perfect Hair Day Shampoo,$10.0,3.8152,527.0,137.5,styling,0.12632905946933579
549,Shampoo,Living Proof,Perfect Hair Day Shampoo,$10.0,3.8152,527.0,137.5,scalp,0.11784959975250583
550,Face Oils,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,josie,0.28250004231888
551,Face Oils,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,drops,0.47570837866223387
552,Face Oils,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,cuticles,0.24134350111115294
553,Face Oils,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,argan,0.5570078063909139
554,Face Oils,Josie Maran,100 percent Pure Argan Oil,$16.0,4.518,6659.0,1673.75,maran,0.2223193582371748
555,Face Oils,Josie Maran,Argan Cleansing Oil,$32.00,4.1003,1651.0,429.75,cleansing,0.441603098050607
556,Face Oils,Josie Maran,Argan Cleansing Oil,$32.00,4.1003,1651.0,429.75,josie,0.19345173989019443
557,Face Oils,Josie Maran,Argan Cleansing Oil,$32.00,4.1003,1651.0,429.75,argan,0.17451706538081507
558,Face Oils,Josie Maran,Argan Cleansing Oil,$32.00,4.1003,1651.0,429.75,maran,0.1474308729950459
559,Face Oils,Josie Maran,Argan Cleansing Oil,$32.00,4.1003,1651.0,429.75,cleanser,0.7171024779442954
560,Face Oils,tarte,Maracuja Oil,$15.0,4.4568,1639.0,418.25,drops,0.4877801171295272
561,Face Oils,tarte,Maracuja Oil,$15.0,4.4568,1639.0,418.25,tarte,0.23238021018972704
562,Face Oils,tarte,Maracuja Oil,$15.0,4.4568,1639.0,418.25,maracuja,0.26855236314666836
563,Face Oils,tarte,Maracuja Oil,$15.0,4.4568,1639.0,418.25,absorbs,0.14447358705311095
564,Face Oils,tarte,Maracuja Oil,$15.0,4.4568,1639.0,418.25,ipsy,0.4973191910123488
565,Face Oils,Fresh,Seaberry Moisturizing Face Oil,$52.00,4.4502,1256.0,341.0,josie,0.27501041604462073
566,Face Oils,Fresh,Seaberry Moisturizing Face Oil,$52.00,4.4502,1256.0,341.0,drops,0.44204658571454714
567,Face Oils,Fresh,Seaberry Moisturizing Face Oil,$52.00,4.4502,1256.0,341.0,cuticles,0.1803618296158097
568,Face Oils,Fresh,Seaberry Moisturizing Face Oil,$52.00,4.4502,1256.0,341.0,argan,0.5855599292662826
569,Face Oils,Fresh,Seaberry Moisturizing Face Oil,$52.00,4.4502,1256.0,341.0,maran,0.20419482017931023
570,Face Oils,Josie Maran,100 percent Pure Argan Oil Light,$16.0,4.3986,1280.0,329.0,josie,0.1951893080252183
571,Face Oils,Josie Maran,100 percent Pure Argan Oil Light,$16.0,4.3986,1280.0,329.0,drops,0.7778850087761424
572,Face Oils,Josie Maran,100 percent Pure Argan Oil Light,$16.0,4.3986,1280.0,329.0,argan,0.11921479794618896
573,Face Oils,Josie Maran,100 percent Pure Argan Oil Light,$16.0,4.3986,1280.0,329.0,absorbs,0.20044425270100288
574,Face Oils,Josie Maran,100 percent Pure Argan Oil Light,$16.0,4.3986,1280.0,329.0,maran,0.166063066995999
575,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,$24.0,4.4306,4038.0,1022.5,tinted,0.7194752552503096
576,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,$24.0,4.4306,4038.0,1022.5,laura,0.20382577820025882
577,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,$24.0,4.4306,4038.0,1022.5,mercier,0.20003164178980798
578,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,$24.0,4.4306,4038.0,1022.5,spf,0.2688176617257185
579,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20,$24.0,4.4306,4038.0,1022.5,sheer,0.27500937920321444
580,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,$44.00,4.2898,3867.0,989.75,tinted,0.7666018683606329
581,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,$44.00,4.2898,3867.0,989.75,laura,0.25670035010545883
582,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,$44.00,4.2898,3867.0,989.75,sheer,0.15890855621689015
583,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,$44.00,4.2898,3867.0,989.75,spf,0.2171072046727405
584,Face Sunscreen,Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,$44.00,4.2898,3867.0,989.75,mercier,0.2323980213920912
585,Face Sunscreen,Smashbox,Camera Ready BB Cream SPF 35,$39.00,4.034,3031.0,778.25,shade,0.28000859451025073
586,Face Sunscreen,Smashbox,Camera Ready BB Cream SPF 35,$39.00,4.034,3031.0,778.25,spf,0.4090677414397073
587,Face Sunscreen,Smashbox,Camera Ready BB Cream SPF 35,$39.00,4.034,3031.0,778.25,cakey,0.2634673588933708
588,Face Sunscreen,Smashbox,Camera Ready BB Cream SPF 35,$39.00,4.034,3031.0,778.25,smashbox,0.31670697475972315
589,Face Sunscreen,Smashbox,Camera Ready BB Cream SPF 35,$39.00,4.034,3031.0,778.25,sheer,0.22393767327726824
590,Face Sunscreen,tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,$14.0,4.2799,2900.0,733.0,spf,0.32604234524158665
591,Face Sunscreen,tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,$14.0,4.2799,2900.0,733.0,tinted,0.36936883872643067
592,Face Sunscreen,tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,$14.0,4.2799,2900.0,733.0,shade,0.3291866068879044
593,Face Sunscreen,tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,$14.0,4.2799,2900.0,733.0,evens,0.1577761163493218
594,Face Sunscreen,tarte,BB Tinted Treatment 12-Hour Primer Broad Spectrum SPF 30 Sunscreen,$14.0,4.2799,2900.0,733.0,tarte,0.4190684323394611
595,Face Sunscreen,NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,$45.00,4.4019,2152.0,561.5,tinted,0.7226057229577155
596,Face Sunscreen,NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,$45.00,4.4019,2152.0,561.5,nars,0.32396503996670095
597,Face Sunscreen,NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,$45.00,4.4019,2152.0,561.5,shade,0.20162903757397313
598,Face Sunscreen,NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,$45.00,4.4019,2152.0,561.5,spf,0.21347578735402756
599,Face Sunscreen,NARS,Pure Radiant Tinted Moisturizer Broad Spectrum SPF 30,$45.00,4.4019,2152.0,561.5,dewy,0.1871446445647149
600,Rollerballs & Travel Size,Viktor & Rolf,Flowerbomb Travel Duo,$35.00,4.4973,928.0,250.5,purse,0.14825516232207167
601,Rollerballs & Travel Size,Viktor & Rolf,Flowerbomb Travel Duo,$35.00,4.4973,928.0,250.5,perfume,0.7816820642350083
602,Rollerballs & Travel Size,Viktor & Rolf,Flowerbomb Travel Duo,$35.00,4.4973,928.0,250.5,refill,0.3553151897859358
603,Rollerballs & Travel Size,Viktor & Rolf,Flowerbomb Travel Duo,$35.00,4.4973,928.0,250.5,floral,0.20216594202987354
604,Rollerballs & Travel Size,Viktor & Rolf,Flowerbomb Travel Duo,$35.00,4.4973,928.0,250.5,roller,0.17119209625528237
605,Rollerballs & Travel Size,Giorgio Armani Beauty,Acqua di Gioia Rollerball,$24.00,4.6812,848.0,225.0,citrusy,0.2469927446080311
606,Rollerballs & Travel Size,Giorgio Armani Beauty,Acqua di Gioia Rollerball,$24.00,4.6812,848.0,225.0,perfume,0.6430564150513817
607,Rollerballs & Travel Size,Giorgio Armani Beauty,Acqua di Gioia Rollerball,$24.00,4.6812,848.0,225.0,di,0.24456853297458214
608,Rollerballs & Travel Size,Giorgio Armani Beauty,Acqua di Gioia Rollerball,$24.00,4.6812,848.0,225.0,roller,0.26616581975307774
609,Rollerballs & Travel Size,Giorgio Armani Beauty,Acqua di Gioia Rollerball,$24.00,4.6812,848.0,225.0,flowery,0.2554272672894904
610,Rollerballs & Travel Size,Elizabeth and James,Nirvana Black Rollerball,$25.00,4.5,339.0,98.25,vanilla,0.45494531162435164
611,Rollerballs & Travel Size,Elizabeth and James,Nirvana Black Rollerball,$25.00,4.5,339.0,98.25,feminine,0.20324161951377295
612,Rollerballs & Travel Size,Elizabeth and James,Nirvana Black Rollerball,$25.00,4.5,339.0,98.25,perfume,0.5325451419384626
613,Rollerballs & Travel Size,Elizabeth and James,Nirvana Black Rollerball,$25.00,4.5,339.0,98.25,sexy,0.3371935388558956
614,Rollerballs & Travel Size,Elizabeth and James,Nirvana Black Rollerball,$25.00,4.5,339.0,98.25,scents,0.2728352048847493
615,Rollerballs & Travel Size,Elizabeth and James,Nirvana White Rollerball,$25.00,4.3811,265.0,79.75,feminine,0.22326651629440214
616,Rollerballs & Travel Size,Elizabeth and James,Nirvana White Rollerball,$25.00,4.3811,265.0,79.75,perfume,0.6146902041838515
617,Rollerballs & Travel Size,Elizabeth and James,Nirvana White Rollerball,$25.00,4.3811,265.0,79.75,perfumes,0.23920888359530088
618,Rollerballs & Travel Size,Elizabeth and James,Nirvana White Rollerball,$25.00,4.3811,265.0,79.75,floral,0.35769811949146385
619,Rollerballs & Travel Size,Elizabeth and James,Nirvana White Rollerball,$25.00,4.3811,265.0,79.75,roller,0.2907793799290729
620,Rollerballs & Travel Size,MAISON MARGIELA,’REPLICA’ Beach Walk Rollerball,$28.00,4.2336,248.0,77.0,vanilla,0.722806814238425
621,Rollerballs & Travel Size,MAISON MARGIELA,’REPLICA’ Beach Walk Rollerball,$28.00,4.2336,248.0,77.0,ball,0.16428497995028674
622,Rollerballs & Travel Size,MAISON MARGIELA,’REPLICA’ Beach Walk Rollerball,$28.00,4.2336,248.0,77.0,perfume,0.19809509841127526
623,Rollerballs & Travel Size,MAISON MARGIELA,’REPLICA’ Beach Walk Rollerball,$28.00,4.2336,248.0,77.0,roller,0.3297166545961916
624,Rollerballs & Travel Size,MAISON MARGIELA,’REPLICA’ Beach Walk Rollerball,$28.00,4.2336,248.0,77.0,coconut,0.42650248673024305
625,Mists & Essences,Caudalie,Beauty Elixir,$18.0,4.3017,2380.0,605.0,toner,0.3074225156923506
626,Mists & Essences,Caudalie,Beauty Elixir,$18.0,4.3017,2380.0,605.0,refreshing,0.44193352970368854
627,Mists & Essences,Caudalie,Beauty Elixir,$18.0,4.3017,2380.0,605.0,caudalie,0.26785022540490366
628,Mists & Essences,Caudalie,Beauty Elixir,$18.0,4.3017,2380.0,605.0,mist,0.3742657255197348
629,Mists & Essences,Caudalie,Beauty Elixir,$18.0,4.3017,2380.0,605.0,spritz,0.2169620718045966
