category,brand_name,name,price,rating,url,num_review,score
Eye Brushes,Bobbi Brown,Ultra Fine Eye Liner Brush,29,4.5886,http://www.sephora.com/ultra-fine-eye-liner-brush-P270580,334.0,270.5
Eye Brushes,SEPHORA COLLECTION,Smoke Machine Smokey Eye Brush Set,39,4.4858,http://www.sephora.com/smoke-machine-smokey-eye-brush-set-P377122,247.0,201.90000000000003
Hand Cream & Foot Cream,L’Occitane,Hand Creams,12,4.545,http://www.sephora.com/hand-creams-P307907,1551.0,1242.4
Hand Cream & Foot Cream,Jack Black,Industrial Strength Hand Healer,15,4.6701,http://www.sephora.com/industrial-strength-hand-healer-P12572,394.0,317.1
Hand Cream & Foot Cream,L’Occitane,Shea Butter Foot Cream,28,4.6791,http://www.sephora.com/shea-butter-foot-cream-P39679,297.0,240.8
Hand Cream & Foot Cream,SEPHORA COLLECTION,Foot Mask,5,4.4605,http://www.sephora.com/foot-mask-P408904,219.0,176.10000000000002
Hand Cream & Foot Cream,Clarins,Hand and Nail Treatment Cream,30,4.5286,http://www.sephora.com/hand-nail-treatment-cream-P247517,211.0,172.20000000000002
Blemish & Acne Treatments,GLAMGLOW,SUPERMUD® Clearing Treatment,69,4.2119,http://www.sephora.com/super-mud-clearing-treatment-P376409,3501.0,2808.1000000000004
Blemish & Acne Treatments,Kate Somerville,EradiKate™ Acne Treatment,26,4.2958,http://www.sephora.com/eradikate-acne-treatment-P232903,2129.0,1706.2
Blemish & Acne Treatments,Murad,Oil-Control Mattifier SPF 15 PA++,40,4.1738,http://www.sephora.com/oil-control-mattifier-spf-15-pa-P227801,1764.0,1415.6000000000001
Blemish & Acne Treatments,Murad,Clarifying Cleanser,30,4.2884,http://www.sephora.com/clarifying-cleanser-P4016,1753.0,1405.8000000000002
Blemish & Acne Treatments,CLINIQUE,Acne Solutions Clear Skin System Starter Kit,27,3.957,http://www.sephora.com/acne-solutions-clear-skin-system-starter-kit-P188308,1303.0,1045.4
Night Creams,KORRES,Wild Rose + Vitamin C Advanced Brightening Sleeping Facial,48,4.2492,http://www.sephora.com/wild-rose-vitamin-c-advanced-brightening-sleeping-facial-P306883,1483.0,1191.6000000000001
Night Creams,GLAMGLOW,THIRSTYMUD™ Hydrating Treatment,22,4.2657,http://www.sephora.com/thirstymud-tm-hydrating-treatment-P384782,1382.0,1108.2
Night Creams,Ole Henriksen,Invigorating Night Transformation™ Gel,48,4.3079,http://www.sephora.com/invigorating-night-transformation-gel-P42330,1066.0,858.0000000000001
Night Creams,SUNDAY RILEY,Luna Sleeping Night Oil,55,4.0959,http://www.sephora.com/luna-sleeping-night-oil-P393718,994.0,801.1
Night Creams,Origins,High Potency Night-A-Mins™ Mineral-Enriched Renewal Cream,43,4.3608,http://www.sephora.com/high-potency-night-a-mins-mineral-enriched-renewal-cream-P297520,972.0,782.3000000000001
Highlighter,Yves Saint Laurent,TOUCHE ÉCLAT - Radiant Touch,42,4.3483,http://www.sephora.com/touche-eclat-radiant-touch-P218431,3710.0,2972.6
Highlighter,bareMinerals,bareMinerals All-Over Face Color,21,4.5853,http://www.sephora.com/bareminerals-all-over-face-color-P61005,3278.0,2624.9
Highlighter,BECCA,Shimmering Skin Perfector® Pressed Highlighter,38,4.6242,http://www.sephora.com/shimmering-skin-perfector-pressed-P381176,2798.0,2242.6
Highlighter,NARS,The Multiple,39,4.3558,http://www.sephora.com/the-multiple-P2866,2509.0,2011.5
Highlighter,Benefit Cosmetics,High Beam Liquid Face Highlighter,26,4.3775,http://www.sephora.com/high-beam-liquid-face-highlighter-P1281,2488.0,1993.4
Concealer,NARS,Radiant Creamy Concealer,13,4.3249,http://www.sephora.com/radiant-creamy-concealer-P377873,7075.0,5661.7
Concealer,Benefit Cosmetics,Erase Paste Brightening Concealer,26,4.1416,http://www.sephora.com/erase-paste-brightening-concealer-P208603,4707.0,3768.6000000000004
Concealer,Benefit Cosmetics,Boi-ing Industrial-Strength Full Coverage Concealer,20,4.192,http://www.sephora.com/boi-ing-indistrial-strength-full-coverage-concealer-P1273,4573.0,3660.8
Concealer,MAKE UP FOR EVER,Full Cover Concealer,34,4.3525,http://www.sephora.com/full-cover-concealer-P151107,4413.0,3534.2000000000003
Concealer,bareMinerals,bareMinerals Broad Spectrum Multi-Tasking Face,20,4.5066,http://www.sephora.com/bareminerals-broad-spectrum-multi-tasking-face-P61006,4101.0,3283.2000000000003
Sheet Masks,SEPHORA COLLECTION,Face Mask,6,3.9768,http://www.sephora.com/face-mask-P392104,1379.0,1104.1000000000001
Sheet Masks,SEPHORA COLLECTION,Face Mask,6,4.2158,http://www.sephora.com/face-mask-P407006,552.0,442.6
Sheet Masks,boscia,Charcoal Pore-Minimizing Hydrogel Mask,8,2.7518,http://www.sephora.com/charcoal-pore-minimizing-hydrogel-mask-P395247,420.0,337.0
Sheet Masks,SEPHORA COLLECTION,Eye Mask,5,3.9856,http://www.sephora.com/eye-mask-P394903,351.0,281.6
Sheet Masks,Dr. Jart+,Water Replenishment Cotton Sheet Mask,7,4.5451,http://www.sephora.com/water-replenishment-cotton-sheet-mask-P391363,294.0,236.3
Bronzer,NARS,Bronzing Powder,40,4.7045,http://www.sephora.com/bronzing-powder-P12790,3234.0,2591.6000000000004
Bronzer,Too Faced,Soleil Matte Bronzer,30,4.6644,http://www.sephora.com/chocolate-soleil-medium-deep-matte-bronzer-P229406,2514.0,2014.6000000000001
Bronzer,NARS,The Multiple,39,4.3558,http://www.sephora.com/the-multiple-P2866,2509.0,2011.5
Bronzer,NARS,Blush/Bronzer Duo,24,4.4972,http://www.sephora.com/blush-bronzer-duo-P104006,2472.0,1980.4
Bronzer,Benefit Cosmetics,Hoola Matte Bronzer,15,4.5612,http://www.sephora.com/hoola-matte-bronzer-P290636,1981.0,1586.7000000000003
Volume,Living Proof,Full Thickening Cream,15,4.1272,http://www.sephora.com/full-thickening-cream-P254603,2161.0,1730.7000000000003
Volume,Bumble and bumble,Surf Spray,16,3.6327,http://www.sephora.com/surf-spray-P280513,2090.0,1673.9
Volume,Drybar,Detox Dry Shampoo,13,3.8006,http://www.sephora.com/detox-dry-shampoo-P378169,1617.0,1295.2
Volume,Rita Hazan,Root Concealer Touch-Up Spray Temporary Gray Coverage,25,3.9255,http://www.sephora.com/root-concealer-touch-up-spray-temporary-gray-coverage-P282611,1558.0,1249.2
Volume,Living Proof,Prime Style Extender™,12,4.3771,http://www.sephora.com/prime-style-extender-P375668,1420.0,1137.6
Face Primer,Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,15,4.3977,http://www.sephora.com/all-nighter-long-lasting-makeup-setting-spray-P263504,5672.0,4539.5
Face Primer,Smashbox,Iconic Photo Finish Foundation Primer,10,4.3272,http://www.sephora.com/photo-finish-foundation-primer-P9889,5479.0,4384.599999999999
Face Primer,Benefit Cosmetics,The POREfessional Face Primer,12,4.0911,http://www.sephora.com/the-porefessional-face-primer-P264900,4885.0,3909.6
Face Primer,Hourglass,Veil Mineral Primer,19,4.343999999999999,http://www.sephora.com/veil-mineral-primer-P210575,4378.0,3504.7000000000003
Face Primer,bareMinerals,Prime Time™ Foundation Primer,25,4.4021,http://www.sephora.com/prime-time-foundation-primer-P182405,3178.0,2545.3
Eye Palettes,Urban Decay,Naked Palette,54,4.7768,http://www.sephora.com/naked-palette-P267200,7957.0,6371.400000000001
Eye Palettes,Urban Decay,Naked2 Palette,54,4.6603,http://www.sephora.com/naked2-P302916,6545.0,5241.8
Eye Palettes,Urban Decay,Naked3 Palette,54,4.4349,http://www.sephora.com/naked3-P384099,5476.0,4386.6
Eye Palettes,Too Faced,Natural Eye Neutral Eye Shadow Collection,36,4.6597,http://www.sephora.com/natural-eye-neutral-eye-shadow-collection-P241303,4107.0,3289.6000000000004
Eye Palettes,Anastasia Beverly Hills,Modern Renaissance Eye Shadow Palette,42,4.8266,http://www.sephora.com/modern-renaissance-eye-shadow-palette-P409118,4049.0,3243.8
Setting Spray & Powder,Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,15,4.3979,http://www.sephora.com/all-nighter-long-lasting-makeup-setting-spray-P263504,5672.0,4539.5
Setting Spray & Powder,bareMinerals,Mineral Veil,22,4.5866,http://www.sephora.com/mineral-veil-P61004,5486.0,4391.400000000001
Setting Spray & Powder,Laura Mercier,Translucent Loose Setting Powder,23,4.4786,http://www.sephora.com/translucent-loose-setting-powder-P109908,4223.0,3381.1
Setting Spray & Powder,bareMinerals,bareMinerals All-Over Face Color,21,4.5853,http://www.sephora.com/bareminerals-all-over-face-color-P61005,3278.0,2624.9
Setting Spray & Powder,Urban Decay,De-Slick Oil-Control Makeup Setting Spray,15,3.9326,http://www.sephora.com/de-slick-oil-control-makeup-setting-spray-P277222,3053.0,2444.2000000000003
Under-Eye Concealer,NARS,Radiant Creamy Concealer,13,4.3237,http://www.sephora.com/radiant-creamy-concealer-P377873,7075.0,5661.7
Under-Eye Concealer,Benefit Cosmetics,Erase Paste Brightening Concealer,26,4.1416,http://www.sephora.com/erase-paste-brightening-concealer-P208603,4707.0,3768.6000000000004
Under-Eye Concealer,Benefit Cosmetics,Boi-ing Industrial-Strength Full Coverage Concealer,20,4.192,http://www.sephora.com/boi-ing-indistrial-strength-full-coverage-concealer-P1273,4573.0,3660.8
Under-Eye Concealer,MAKE UP FOR EVER,Full Cover Concealer,34,4.3525,http://www.sephora.com/full-cover-concealer-P151107,4413.0,3534.2000000000003
Under-Eye Concealer,bareMinerals,bareMinerals Broad Spectrum Multi-Tasking Face,20,4.5066,http://www.sephora.com/bareminerals-broad-spectrum-multi-tasking-face-P61006,4101.0,3283.2000000000003
Body Lotions & Body Oils,Sol de Janeiro,Brazilian Bum Bum Cream,20,4.2624,http://www.sephora.com/brazilian-bum-bum-cream-P406080,1109.0,889.6
Body Lotions & Body Oils,Josie Maran,Whipped Argan Oil Body Butter,12,4.5374,http://www.sephora.com/whipped-argan-oil-body-butter-P287700,1009.0,808.8000000000001
Body Lotions & Body Oils,DERMAdoctor,KP Duty® Lotion,10,4.1314,http://www.sephora.com/kp-duty-lotion-P73509,936.0,750.2
Body Lotions & Body Oils,Caudalie,Divine Oil,32,4.4566,http://www.sephora.com/divine-oil-P374502,867.0,697.2
Body Lotions & Body Oils,LAVANILA,The Healthy Body Butter,19,4.5423,http://www.sephora.com/the-healthy-body-butter-P191003,852.0,683.9
Anti-Aging,Foreo,LUNA™ mini,99,4.44,http://www.sephora.com/luna-mini-P387258,453.0,372.70000000000005
Anti-Aging,GLO Science,GLO Brilliant™ Teeth Whitening Device,220,4.0842,http://www.sephora.com/glo-brilliant-teeth-whitening-device-P281835,406.0,347.2
Anti-Aging,Tria,Hair Removal Laser 4X,449,4.1555,http://www.sephora.com/hair-removal-laser-4x-P377817,284.0,272.5
Anti-Aging,Foreo,LUNA™ mini 2,139,4.6346,http://www.sephora.com/luna-mini-2-P404444,317.0,267.90000000000003
Anti-Aging,DERMAFLASH,DERMAFLASH Facial Exfoliating Device,189,4.1772,http://www.sephora.com/dermaflash-facial-exfoliating-device-P404207,160.0,147.3
Hair Color,Rita Hazan,Root Concealer Touch-Up Spray Temporary Gray Coverage,25,3.9255,http://www.sephora.com/root-concealer-touch-up-spray-temporary-gray-coverage-P282611,1558.0,1249.2
Hair Color,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,25,4.2898,http://www.sephora.com/caviar-cc-cream-for-hair-10-in-1-complete-correction-P378716,1020.0,818.9
Hair Color,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,25,4.5501,http://www.sephora.com/bamboo-smooth-kendi-oil-dry-oil-mist-P278004,810.0,650.9
Hair Color,Briogeo,"Don’t Despair, Repair!™ Deep Conditioning Mask",9,3.9734,http://www.sephora.com/dont-despair-repair-deep-conditioning-mask-P388628,723.0,579.6
Hair Color,Ouai,Wave Spray,12,3.7,http://www.sephora.com/wave-spray-P406665,565.0,453.5
Moisturizer & Treatments,Bite Beauty,Agave Lip Mask,26,4.4229,http://www.sephora.com/agave-lip-mask-P384629,2845.0,2279.0
Moisturizer & Treatments,Jack Black,Intense Therapy Lip Balm SPF 25,7,4.6912,http://www.sephora.com/intense-therapy-lip-balm-spf-25-P12573,2647.0,2118.7
Moisturizer & Treatments,Perfekt,Skin Perfection Gel,19,4.0603,http://www.sephora.com/skin-perfection-gel-P119802,1742.0,1395.9
Moisturizer & Treatments,boscia,Oil-Free Daily Hydration SPF 15,36,4.0205,http://www.sephora.com/oil-free-daily-hydration-spf-15-P61207,1217.0,977.6
Moisturizer & Treatments,Peter Thomas Roth,Max Complexion Correction Pads,40,4.4257,http://www.sephora.com/max-complexion-correction-pads-P114902,1109.0,891.6
Eye Creams & Treatments,Origins,GinZing™ Refreshing Eye Cream,30,3.8551,http://www.sephora.com/ginzing-refreshing-eye-cream-P297511,1826.0,1464.1000000000001
Eye Creams & Treatments,Shiseido,Benefiance WrinkleResist24 Intensive Eye Contour Cream,57,4.2744,http://www.sephora.com/benefiance-wrinkleresist24-intensive-eye-contour-cream-P173620,1537.0,1235.7
Eye Creams & Treatments,CLINIQUE,All About Eyes,32,4.0794,http://www.sephora.com/all-about-eyes-P122774,1437.0,1153.2
Eye Creams & Treatments,CLINIQUE,All About Eyes™ Rich,32,4.1915,http://www.sephora.com/all-about-eyes-rich-P174502,1268.0,1018.0000000000001
Eye Creams & Treatments,CLINIQUE,All About Eyes Serum De-Puffing Eye Massage,30,3.7995,http://www.sephora.com/all-about-eyes-serum-de-puffing-eye-massage-P257537,819.0,658.5
Lip Gloss,Buxom,Full-On™ Lip Polish,20,4.6354,http://www.sephora.com/buxom-full-on-lip-polish-P174213,11127.0,8904.0
Lip Gloss,SEPHORA COLLECTION,Ultra Shine Lip Gel,5,4.4396,http://www.sephora.com/ultra-shine-lip-gloss-P266811,2533.0,2027.3000000000002
Lip Gloss,Yves Saint Laurent,Vernis À Lèvres Glossy Lip Stain,36,4.2328,http://www.sephora.com/rouge-pur-couturevernis-a-levres-glossy-stain-P304003,2135.0,1712.0
Lip Gloss,Buxom,Full-On™ Lip Cream,20,4.6134,http://www.sephora.com/buxom-full-on-lip-cream-P305132,1872.0,1500.0000000000002
Lip Gloss,CLINIQUE,Superbalm Moisturizing Gloss,17,4.5347,http://www.sephora.com/superbalm-moisturizing-gloss-P194400,1672.0,1339.7
Moisturizers,philosophy,Hope In A Jar,44,3.9925,http://www.sephora.com/hope-in-a-jar-P4633,6666.0,5337.5
Moisturizers,Josie Maran,100 percent Pure Argan Oil,16,4.5182,http://www.sephora.com/100-percent-pure-argan-oil-P218700,6659.0,5329.200000000001
Moisturizers,First Aid Beauty,Ultra Repair® Cream Intense Hydration,6,4.5938,http://www.sephora.com/ultra-repair-cream-intense-hydration-P248407,5174.0,4140.2
Moisturizers,CLINIQUE,Dramatically Different Moisturizing Gel,5,4.4649,http://www.sephora.com/dramatically-different-moisturizing-gel-P122900,2929.0,2344.1000000000004
Moisturizers,CLINIQUE,Moisture Surge Extended Thirst Relief,12,4.5,http://www.sephora.com/moisture-surge-extended-thirst-relief-P209117,2394.0,1916.8
